num,title,download_url,description,pubdate,url,full_url
731,What Lies Beneath (2021),https://www.thisamericanlife.org/sites/default/files/audio/731/2zK_tiiH_Vd8Abayq0yw2NA8AohlcA2jqCjzo_4UfL0/731.mp3,Summoning up stuff that’s usually hidden down deep.,"Fri, 12 Feb 2021 18:00:00 -0400",https://www.thisamericanlife.org/episode/731,https://www.thisamericanlife.org/731/what-lies-beneath-2021
730,The Empty Chair,https://www.thisamericanlife.org/sites/default/files/audio/730/WQJx6rf1pNIhCuXqiob9_fMBIhiHTHoO4D8It8q8-6Q/730.mp3,Things we’ve lost in the past year — since the first American coronavirus case — that we haven’t talked about so much. Gossip. The chance to make new friends. And much larger stuff.,"Fri, 22 Jan 2021 18:00:00 -0400",https://www.thisamericanlife.org/episode/730,https://www.thisamericanlife.org/730/the-empty-chair
729,Making the Cut,https://www.thisamericanlife.org/sites/default/files/audio/729/I5GLmKze7yxEGcslcD2038EW3n8WL6ppCPunMG6cFWE/729.mp3,There's always someone whose job it is to decide if you measure up.,"Fri, 08 Jan 2021 18:00:00 -0400",https://www.thisamericanlife.org/episode/729,https://www.thisamericanlife.org/729/making-the-cut
728,"Lights, Camera, Christmas!",https://www.thisamericanlife.org/sites/default/files/audio/728/s6OKmVQEQVZtC9RwJR28lEvUSTli3y7cCEKSJUFypus/728.mp3,People going to great lengths to throw a special Christmas for their families.,"Fri, 25 Dec 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/728,https://www.thisamericanlife.org/728/lights-camera-christmas
727,Boulder v. Hill,https://www.thisamericanlife.org/sites/default/files/audio/727/gdJBk7ujdz5RiqM2FOJmx5obrB5oX3UVBsXVvGGI8lA/727.mp3,"What the day-to-day business of saving the world looks like. We visit with one group of people who are trying to rescue us from something very large, and another group trying to rescue us from something very small.","Fri, 18 Dec 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/727,https://www.thisamericanlife.org/727/boulder-v-hill
726,Twenty-Five,https://www.thisamericanlife.org/sites/default/files/audio/726/CgwjuFxsdPxA0lWrN0B3JBO7zoiDl3OVhFhVbgPSGWs/726.mp3,"To commemorate our show’s 25th year, we have a program about people who were born the year our show went on the air.","Fri, 11 Dec 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/726,https://www.thisamericanlife.org/726/twenty-five
725,Turkey in a Face Mask,https://www.thisamericanlife.org/sites/default/files/audio/725/3sZBxr_gbiDDZ9SJu0E19DXwCAXfVMPwp9PTmeID7gE/725.mp3,"For Thanksgiving weekend, stories about food, and people who set out on very particular missions with food.","Fri, 27 Nov 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/725,https://www.thisamericanlife.org/725/turkey-in-a-face-mask
724,Personal Recount,https://www.thisamericanlife.org/sites/default/files/audio/724/dXgeKF1wbWxHdBD4ZugXXyXlYMexxdZQsYiMvvA5NYY/724.mp3,Stories of people changing their minds.,"Fri, 13 Nov 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/724,https://www.thisamericanlife.org/724/personal-recount
723,Squeaker,https://www.thisamericanlife.org/sites/default/files/audio/723/tY-IieIUnuWPvGrO4SSWR_biolScGzh6qAZxRN0W7_s/723.mp3,People grappling with an endless presidential election.,"Fri, 06 Nov 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/723,https://www.thisamericanlife.org/723/squeaker
722,The Unreality of Now,https://www.thisamericanlife.org/sites/default/files/audio/722/9nasuVW3y_OkNCzNlv-hngSnmTW9NFMVzP-CvmrKytk/722.mp3,"Ahead of the election, we have stories about people trying to live in the unreality that defines this moment. Election officials combat a contagion among their very own workers; people who've never owned guns suddenly go buy them; and two women who allege they were sexually assaulted by the president compare notes.","Fri, 30 Oct 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/722,https://www.thisamericanlife.org/722/the-unreality-of-now
721,The Walls Close In,https://www.thisamericanlife.org/sites/default/files/audio/721/nInwz4XIY-vsVaK8sl9sU3QtM0BH19d9aRIm4Sp74kA/721.mp3,"People finding themselves stuck in small spaces—an elevator, an attic, an orchestra pit—trying to make sense of their new surroundings.","Fri, 23 Oct 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/721,https://www.thisamericanlife.org/721/the-walls-close-in
720,The Moment After This Moment,https://www.thisamericanlife.org/sites/default/files/audio/720/qABk_IBegVCPa39OMKpuJ47bpOjYpZnb8cvrY6wnzQ4/720.mp3,People who are worried — or not worried enough! — about what's hurtling unstoppably towards them.,"Fri, 16 Oct 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/720,https://www.thisamericanlife.org/720/the-moment-after-this-moment
719,Trust Me I’m a Doctor,https://www.thisamericanlife.org/sites/default/files/audio/719/ndgS4j_7hLhuSS9HbnyalsLRpbSHFEsDag8Vn7j0I_g/719.mp3,"A doctor who breaks the law might go to jail like anybody else. But who decides if that doctor gets to keep their medical license? On today’s show, the not-often-talked-about realm of licensing boards, and the disturbing decisions they sometimes make.","Fri, 02 Oct 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/719,https://www.thisamericanlife.org/719/trust-me-im-a-doctor
718,"Same Bed, Different Dreams (2020)",https://www.thisamericanlife.org/sites/default/files/audio/718/nbiN7iGH-GJAqPTPZM0dss5TGW5j1QS6XTBJStHnNdM/718.mp3,"Stories of people who are tied together, but imagine radically different futures. In one case, a movie star and her ex-husband plot against Kim Jong-Il. In another, a woman stalks her doppelgänger. And sometimes, one bed is the basis for an entire relationship, even for a man who almost never sees the person who shares his bed.","Fri, 25 Sep 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/718,https://www.thisamericanlife.org/718/same-bed-different-dreams-2020
717,Audience of One (2020),https://www.thisamericanlife.org/sites/default/files/audio/717/ZknZrWh7vkuKdWluLDmeQEBkGujSq-ddv2HiSy1aGHU/717.mp3,"At a time when going to the movies is mostly out of the question, we bring the movies to you.","Fri, 11 Sep 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/717,https://www.thisamericanlife.org/717/audience-of-one-2020
716,Trail of Tears,https://www.thisamericanlife.org/sites/default/files/audio/716/6PlGqX_WKQqgusBxh2AiIpHnHeAtcc_ucS2FXhzZ88g/716.mp3,"Sarah Vowell and her twin sister Amy headed out on the road to retrace the Trail of Tears – the route their Cherokee ancestors took when expelled from their own land – and reflected on the question, what are we supposed to do with the mix of good and bad that is this country?","Fri, 04 Sep 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/716,https://www.thisamericanlife.org/716/trail-of-tears
715,Long-Awaited Asteroid Finally Hits Earth,https://www.thisamericanlife.org/sites/default/files/audio/715/qjO2m2v0FhFffudUd99eoAJ62FUz8PscCWkjrcOeuwE/715.mp3,"Teachers, students and parents around the country have been bracing themselves all spring and summer long for the start of this unprecedented school year. This week, it's here.","Fri, 28 Aug 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/715,https://www.thisamericanlife.org/715/long-awaited-asteroid-finally-hits-earth
714,Day at the Beach,https://www.thisamericanlife.org/sites/default/files/audio/714/wFOrfu97v68fwyKpiO5p_A9JyGUcgEwvMOGOYBmLF-8/714.mp3,"It’s the last few weeks of summer, so we’re going to the beach! This week, stories from the surf and sand.","Fri, 14 Aug 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/714,https://www.thisamericanlife.org/714/day-at-the-beach
713,Made to Be Broken,https://www.thisamericanlife.org/sites/default/files/audio/713/Hpb6MSVMeVx9ClnE_SA_RF8Sajb34Wa52b6hkO_3xlE/713.mp3,"From the moment we wake up in the morning there are a trillion rules — big and little — governing our lives. But sometimes, we encounter one we just can't abide by. In a pitched moment of rule-questioning, a show about rules and the people who break them.","Fri, 07 Aug 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/713,https://www.thisamericanlife.org/713/made-to-be-broken
712,Nice White Parents,https://www.thisamericanlife.org/sites/default/files/audio/712/zRiAPY5E6h0wBU0pmqfvpv_ByQsXvMEKcDbFKFKcB-o/712.mp3,"Years ago, producer Chana Joffe-Walt started reporting on one school in New York. She thought the story was about segregation and inequality in public schools. But the more she looked into it, the more she realized she was witnessing something else. She was seeing the inordinate power of white parents at this school. This is the first episode of Chana’s new mini-series: Nice White Parents.","Fri, 31 Jul 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/712,https://www.thisamericanlife.org/712/nice-white-parents
711,How to Be Alone,https://www.thisamericanlife.org/sites/default/files/audio/711/Yq0i4n1pTSqiWb2oXVINoUoj8riyGQBxhp2sylT85QM/711.mp3,"In space, in the ocean, by ourselves, or with others—we’re all just figuring out how to be apart.","Fri, 17 Jul 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/711,https://www.thisamericanlife.org/711/how-to-be-alone
710,Umbrellas Down,https://www.thisamericanlife.org/sites/default/files/audio/710/X2Lkh16h7xbxFyH1IkMXCudoyE5JvyumGG9DKUJ0DDo/710.mp3,"As China's new national security law tightens its control over Hong Kong, we return to our episode about last fall's anti-government protests and check in to see how people are responding.","Fri, 10 Jul 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/710,https://www.thisamericanlife.org/710/umbrellas-down
709,The Reprieve,https://www.thisamericanlife.org/sites/default/files/audio/709/dOAau6CiD8C178gn7vLX6Jyn_VjbXrcGHjvNa9KNjBk/709.mp3,"Michigan has passed its Covid-19 peak, and the state has started opening up. But it’s still been intensely difficult for the staff in the ICU at Henry Ford Hospital in Detroit. We've embedded with them over the past few months, and tracked how this pandemic has changed them and their city.","Fri, 26 Jun 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/709,https://www.thisamericanlife.org/709/the-reprieve
708,"Here, Again",https://www.thisamericanlife.org/sites/default/files/audio/708/bdoJ2-4y2R-RrFIyKBmkjXmSWuQ61gmJiUeb75o1Opw/708.mp3,"An exhaustingly familiar story. Maybe it’ll have a different ending this time, but maybe not. We hear what different people said and did one weekend in reaction to the killing of George Floyd.","Fri, 12 Jun 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/708,https://www.thisamericanlife.org/708/here-again
707,We Are in the Future,https://www.thisamericanlife.org/sites/default/files/audio/707/OC5BWnw8ZyRotkw8Q-Y99qDqXi2276G7btD9RnBOciU/707.mp3,"In this moment of sorrow, protest, and rage in the wake of George Floyd’s death, we offer this as a break from the dreadful present: our show about Afrofuturism. It’s a way of looking at Black culture that’s fantastic and hopeful, which feels especially urgent during a time without a lot of optimism. Featuring the song ""The Deep"" by clppng.","Fri, 05 Jun 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/707,https://www.thisamericanlife.org/707/we-are-in-the-future
706,A Mess to Be Reckoned With,https://www.thisamericanlife.org/sites/default/files/audio/706/RstFuP0dSqiBBAsg7RKKMPeHiUGI6goH6uPyhDP5hs0/706.mp3,"Lissa Yellow Bird searches for missing people. Cold cases, mostly. People no one else is looking for. It’s not her job, but a lot of Native Americans go missing and their cases remain unsolved, so families often ask Lissa for help. But then, Lissa’s own niece goes missing.","Fri, 29 May 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/706,https://www.thisamericanlife.org/706/a-mess-to-be-reckoned-with
705,Time Out,https://www.thisamericanlife.org/sites/default/files/audio/705/EhnSRMyk92j99euQzb18Q50u_5OYI4xHfvxinJ4adoI/705.mp3,"While sports of all kinds have been put on pause, we bring you favorite stories from back when people were still on football fields, boxing rings, and basketball courts.","Fri, 22 May 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/705,https://www.thisamericanlife.org/705/time-out
704,Our Pulitzer-Winning Episode,https://www.thisamericanlife.org/sites/default/files/audio/704/hChYOxyp9L1n1ph-EneqMD2SZtz569p_Qj5ie2dHPRo/704.mp3,"Last week, our episode ""The Out Crowd"" won the very first Pulitzer Prize ever awarded to a radio show. This is the episode that won, with some updates on the stories. Hear what the Trump administration’s ""Remain in Mexico"" policy actually means, on the ground, at the Mexican border.","Fri, 15 May 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/704,https://www.thisamericanlife.org/704/our-pulitzer-winning-episode
703,Stuck!,https://www.thisamericanlife.org/sites/default/files/audio/703/09Z-Oyssp4OWYFVQGkpa2KEwBCl6FYMF33SfFF0tzT0/703.mp3,"During a time when a lot of us feel like we are living in a holding pattern, stories of people feeling stuck.","Fri, 08 May 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/703,https://www.thisamericanlife.org/703/stuck
702,One Last Thing Before I Go,https://www.thisamericanlife.org/sites/default/files/audio/702/kEwakzJ0JHvdBBDHri0fpk3XVVlmdZfPC5XnyHYSE1w/702.mp3,"Words can seem so puny and ineffective sometimes. On this show, we have stories in which ordinary people make last ditch efforts to get through to their loved ones, using a combination of small talk and not-so-small talk.","Fri, 24 Apr 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/702,https://www.thisamericanlife.org/702/one-last-thing-before-i-go
701,Black Box,https://www.thisamericanlife.org/sites/default/files/audio/701/CwGu2z8qvU5kwaBKJqAhTkdvcTYS-75InRA2JpgBfCk/701.mp3,"Desperate to know what happened to his family, a man obsessively decodes the only information about them he can get. That, and other stories of people looking into the void for answers.","Fri, 17 Apr 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/701,https://www.thisamericanlife.org/701/black-box
700,Embiggening,https://www.thisamericanlife.org/sites/default/files/audio/700/D0eZPxbeeYuY3Ez9qWsS2EbQJXr-Y5AoWu-YSEZIC4g/700.mp3,Sometimes a sketch of a thing needs filling in for its true significance to be known.,"Fri, 10 Apr 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/700,https://www.thisamericanlife.org/700/embiggening
699,Fiasco!,https://www.thisamericanlife.org/sites/default/files/audio/699/1n25EmbbKLbgmvYcZivLK2V9kolIMgsa-jymWNs-yIg/699.mp3,We leave the normal realm of human error and enter the territory of huge breakdowns.,"Fri, 03 Apr 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/699,https://www.thisamericanlife.org/699/fiasco
698,The Test,https://www.thisamericanlife.org/sites/default/files/audio/698/Tu_k52xK4JTxtPNrcahva3ex7BALIbkiVmoZQm4yHKs/698.mp3,"The coronavirus has now fully arrived in the United States. This week, stories of people trying to rise to that challenge, in some pretty extreme situations.","Fri, 27 Mar 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/698,https://www.thisamericanlife.org/698/the-test
697,Alone Together,https://www.thisamericanlife.org/sites/default/files/audio/697/JZzI1cWE4lDuZVUNZYR7_9g_Fae380e7-S4hq0oSR98/697.mp3,"This week, as the staff creates the episode from their apartments and houses, with our host in quarantine, in this moment when everyone’s reaching out to the people they love, we put together a collection of family stories, with some timely stuff at the top.","Fri, 20 Mar 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/697,https://www.thisamericanlife.org/697/alone-together
696,Low Hum of Menace,https://www.thisamericanlife.org/sites/default/files/audio/696/9LoIvHi0DhLVUFeleKD_GGFjql2WODmFuIkcDzZLI8s/696.mp3,"Things do not seem fine at all, but it’s hard to say why.","Fri, 13 Mar 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/696,https://www.thisamericanlife.org/696/low-hum-of-menace
695,Everyone's a Critic,https://www.thisamericanlife.org/sites/default/files/audio/695/0tSaWZG7XbOx3idLxelFLl2jC6YV4OCb3JgLgS5agHA/695.mp3,People squirming in a world where everything is rated and reviewed.,"Fri, 28 Feb 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/695,https://www.thisamericanlife.org/695/everyones-a-critic
694,Get Back to Where You Once Belonged,https://www.thisamericanlife.org/sites/default/files/audio/694/rQanWsTQnQpLXVQgml7HnnAcQicljDJoEA8l9vOaVWw/694.mp3,"People looking everywhere to find a place—any place—where, for once, they don't have to be the odd man out.","Fri, 14 Feb 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/694,https://www.thisamericanlife.org/694/get-back-to-where-you-once-belonged
693,Abdi the American,https://www.thisamericanlife.org/sites/default/files/audio/693/wvUhgd6HUGP2vR1NWqm2wMiRF41YE_sYkfa2ekkOckM/693.mp3,"We return to our story about Abdi Nor from 2015, with some big news about his life today. When we first broadcast the story, Abdi was a Somali refugee living in Kenya desperately trying – against long odds – to get to the United States. Then he got the luckiest break of his life: he won a lottery that puts him on a short list for a U.S. visa. But before he could cash in his golden ticket, the police started raiding his neighborhood, targeting refugees.","Fri, 07 Feb 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/693,https://www.thisamericanlife.org/693/abdi-the-american
692,The Show of Delights,https://www.thisamericanlife.org/sites/default/files/audio/692/nPCogbGpGZFA8gnAzQRNFkjlANgeRAgGcxfrQe_QuwI/692.mp3,"In these dark, combative times, we attempt the most radical counterprogramming we could imagine: a show made up entirely of stories about delight.","Fri, 31 Jan 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/692,https://www.thisamericanlife.org/692/the-show-of-delights
691,Gardens of Branching Paths,https://www.thisamericanlife.org/sites/default/files/audio/691/T61twRL1TqkJcabIfH1qKLmiisOEJDLTHqsoQTaZbaE/691.mp3,"Other universes that are just like our own, but with one small difference.","Fri, 10 Jan 2020 18:00:00 -0400",https://www.thisamericanlife.org/episode/691,https://www.thisamericanlife.org/691/gardens-of-branching-paths
690,Too Close to Home,https://www.thisamericanlife.org/sites/default/files/audio/690/0k4qo8kLO6CsoqNemwF6TP5gPLY6ZnAr8Hq79lKhUxY/690.mp3,"For the holidays, stories of families finally addressing the thorny thing they’ve never really talked about.","Fri, 27 Dec 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/690,https://www.thisamericanlife.org/690/too-close-to-home
689,Digging Up the Bones,https://www.thisamericanlife.org/sites/default/files/audio/689/JIx9CMKt3KOVj6p8MiEXDA0wKtQ3_yJcsJiYpl8JVDo/689.mp3,"There's a lot that can be gained from unearthing the past -- learning about oneself, learning about others. But, it doesn't always go how you'd expect.","Fri, 06 Dec 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/689,https://www.thisamericanlife.org/689/digging-up-the-bones
688,The Out Crowd,https://www.thisamericanlife.org/sites/default/files/audio/688/Yi-bzM5ENnis_CUYKFqA3sLL-Z4s_0Jr-_5SVjf8mPQ/688.mp3,"Reports from the frontlines of the Trump administration's ""Remain in Mexico"" asylum policy. We hear from asylum seekers waiting across the border in Mexico, in a makeshift refugee camp,  and from the officers who sent them there to wait in the first place. 
This episode won the 2020 Pulitzer Prize for audio reporting, the first ever given for audio journalism.","Fri, 15 Nov 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/688,https://www.thisamericanlife.org/688/the-out-crowd
687,Small Things Considered,https://www.thisamericanlife.org/sites/default/files/audio/687/4C7ojvL08zQDDRyXLfiqPrB1eSgPXYyNkBdLnwj8g9o/687.mp3,Stories about being little. Secret writings in tiny letters. The power of a very small number. And a medication that's supposed to cure shortness.,"Fri, 08 Nov 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/687,https://www.thisamericanlife.org/687/small-things-considered
686,Umbrellas Up,https://www.thisamericanlife.org/sites/default/files/audio/686/agbt-tfm-ZudWW1XrVhT_6bRjA-hkQ7TDOFBnRpa2fg/686.mp3,"For over 100 days now, protestors in Hong Kong have taken to the streets every weekend. What it’s like to live through that.","Fri, 18 Oct 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/686,https://www.thisamericanlife.org/686/umbrellas-up
685,We Come From Small Places,https://www.thisamericanlife.org/sites/default/files/audio/685/eKjg51DBCa9uNoxRoyiskpBppYPbyOYQJyDQwbWdf_k/685.mp3,"The staff goes to one of the biggest parties in New York City, the Labor Day Carnival and the West Indian American Day Parade in Brooklyn.","Fri, 11 Oct 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/685,https://www.thisamericanlife.org/685/we-come-from-small-places
684,Burn It Down,https://www.thisamericanlife.org/sites/default/files/audio/684/mcGwWbxOtIOs4y-xdGeUREaCKjpzswkyj3uCGaQqp74/684.mp3,Stories of people who decide the only way forward — for real change — is to burn everything to the ground.,"Fri, 27 Sep 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/684,https://www.thisamericanlife.org/684/burn-it-down
683,Beer Summit,https://www.thisamericanlife.org/sites/default/files/audio/683/Gia3ov_HQ4nH3_2aeRbA2dpnBSb33cJ9-w7J6bYYHJg/683.mp3,"Two people, sitting down over a beer, hashing out their differences and understanding where the other guy is coming from. Hard to imagine these days, right? It's so rare right now that someone is curious enough to actually see the other person's point of view. This week on the show, beer summits. Including going behind the scenes of the most famous one ever.","Fri, 20 Sep 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/683,https://www.thisamericanlife.org/683/beer-summit
682,Ten Sessions,https://www.thisamericanlife.org/sites/default/files/audio/682/r8SS8yGmruo3Qx07qpLkjtLy-ex13tx8TcwqH5oP5gU/682.mp3,What if someone told you about a type of therapy that could help you work through unhealed trauma in just ten sessions? Some people knock through it in two weeks. Jaime Lowe tried the therapy—and recorded it.,"Fri, 23 Aug 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/682,https://www.thisamericanlife.org/682/ten-sessions
681,Escape From the Lab,https://www.thisamericanlife.org/sites/default/files/audio/681/D0BT-ozK85AqPDhQ8VzxWY5HNZGr9ppw-LFtmiBlkZI/681.mp3,What happens when our most ingenious creations actually make it out into the world.,"Fri, 16 Aug 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/681,https://www.thisamericanlife.org/681/escape-from-the-lab
680,The Weight Of Words (2019),https://www.thisamericanlife.org/sites/default/files/audio/680/se5Q13TtTZRk-4su6ryvk3huvNxQZ_5I_InpL-vvFS4/680.mp3,"Words mean things, but some words are especially meaningful — whether in a survival manual, a song lyric, or a slur.","Fri, 26 Jul 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/680,https://www.thisamericanlife.org/680/the-weight-of-words-2019
679,Save the Girl,https://www.thisamericanlife.org/sites/default/files/audio/679/BKoFPgdIFCerGnO29lBxsW7hx0Vegkj8oLXWWCr3QYE/679.mp3,People go on missions to save young girls from danger. But sometimes they get so caught up in the mission that it overshadows the girl herself.,"Fri, 12 Jul 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/679,https://www.thisamericanlife.org/679/save-the-girl
678,The Wannabes,https://www.thisamericanlife.org/sites/default/files/audio/678/XjCGPGlNl9Hbj6UMjQNKM1uxWoAtKBuQyHoFSs_Qe4U/678.mp3,"This country is crawling in presidential candidates right now and they're bumping into each other in Des Moines and yelling over each other in Miami. We hang out with them, in this weird early period of the election when they're easy to walk right up to.","Fri, 05 Jul 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/678,https://www.thisamericanlife.org/678/the-wannabes
677,Seeing Yourself In the Wild,https://www.thisamericanlife.org/sites/default/files/audio/677/_ql-WFR60cTzuCK5esYMr5E70augKS4XV8SKOcglQ5w/677.mp3,Stories of those unexpected moments when we see who we really are.,"Fri, 14 Jun 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/677,https://www.thisamericanlife.org/677/seeing-yourself-in-the-wild
676,"Here’s Looking at You, Kid",https://www.thisamericanlife.org/sites/default/files/audio/676/mlnjqys6Rxubdx9g8m_DwLz7NTWR4xsokLepGgj1p-s/676.mp3,"Adults telling kids who they are, and kids wondering — are they right?","Fri, 31 May 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/676,https://www.thisamericanlife.org/676/heres-looking-at-you-kid
675,I’m on TV??,https://www.thisamericanlife.org/sites/default/files/audio/675/uBMqAJMY3Vv_m6wAjj0BvkvjnyIFKzNcGsV_K_1l-rA/675.mp3,What it's like to be momentarily big on the small screen.,"Fri, 17 May 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/675,https://www.thisamericanlife.org/675/im-on-tv
674,Get a Spine!,https://www.thisamericanlife.org/sites/default/files/audio/674/7eNOWDLMlO9NYoLg4FeAAFM60S-HI07rvHL2Ek10C_g/674.mp3,"Stories of people standing up for themselves, shaking off their fear, bracing themselves, and doing what they’ve been scared to do.","Fri, 10 May 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/674,https://www.thisamericanlife.org/674/get-a-spine
673,Left Behind,https://www.thisamericanlife.org/sites/default/files/audio/673/z17RBazXTXS5giQsevWUF2AJZHxUEbs7ahF4ijDyTYc/673.mp3,People figuring out how to move through a world in which something important has disappeared.,"Fri, 19 Apr 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/673,https://www.thisamericanlife.org/673/left-behind
672,No Fair!,https://www.thisamericanlife.org/sites/default/files/audio/672/QJx9mMe6PRAqJAnVWKzV6GmyT1vjZPs8iC_w1sZvE3c/672.mp3,Stories of very small injustices and also one very big one.,"Fri, 05 Apr 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/672,https://www.thisamericanlife.org/672/no-fair
671,Anything Can Be Anything,https://www.thisamericanlife.org/sites/default/files/audio/671/mV4SwZBUTqWEmflzu5caDAj81z61XfhVVlrRytcC5Ag/671.mp3,People connecting the dots that maybe should not be connected.,"Fri, 29 Mar 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/671,https://www.thisamericanlife.org/671/anything-can-be-anything
670,Beware the Jabberwock,https://www.thisamericanlife.org/sites/default/files/audio/670/pUSvVj5NwgfOpSE-TfteZ8R9prOT01TqwmtoEjFi7wU/670.mp3,Stories from the upside-down world where conspiracy theorists dwell.,"Fri, 15 Mar 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/670,https://www.thisamericanlife.org/670/beware-the-jabberwock
669,Scrambling to Get Off the Ice,https://www.thisamericanlife.org/sites/default/files/audio/669/NY_Dm-xAHfOMTwhLtPc8ZTKVN0C60djWeblmirsK-uc/669.mp3,"The Democrats on the House Judiciary Committee may have to fight to protect Mueller's investigation and make his report public. Now that they’re in the majority, they have new tools they can use. Our producer Zoe Chace spent weeks behind the scenes with them as they tried out their new powers for the first time. This and other stories of people scrambling to get their footing on some challenging terrain.","Fri, 01 Mar 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/669,https://www.thisamericanlife.org/669/scrambling-to-get-off-the-ice
668,The Long Fuse,https://www.thisamericanlife.org/sites/default/files/audio/668/h9D3EFQph_ulEY6w1H5TXB0UR-kvxczz8oQEvxQm0Og/668.mp3,People tossing words out into the world impulsively to ignite and burn over decades.,"Fri, 15 Feb 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/668,https://www.thisamericanlife.org/668/the-long-fuse
667,Wartime Radio,https://www.thisamericanlife.org/sites/default/files/audio/667/B9GY9fLGwXAAwfwgQ8KPXjnRfTly-LgV9sFlkr5krzA/667.mp3,"Intimate and personal dispatches from two very different battlefields: A small town in the Syrian war. And the U.S. opioid epidemic. Each came from a DIY radio outfit. (Okay, one’s a podcast.)","Fri, 01 Feb 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/667,https://www.thisamericanlife.org/667/wartime-radio
666,The Theme That Shall Not Be Named,https://www.thisamericanlife.org/sites/default/files/audio/666/4pko-qugFXRFWSUA90YoeIIomr9ji6Fn3QHS-CdlttY/666.mp3,"Satan! In his many surprising manifestations, all around us.","Fri, 18 Jan 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/666,https://www.thisamericanlife.org/666/the-theme-that-shall-not-be-named
665,Before Things Went to Hell,https://www.thisamericanlife.org/sites/default/files/audio/665/GXVBRdmZD0AxYOJMJyaVzviCDVU5Tmd3NgrLt8Okuy4/665.mp3,"We revisit those moments of calm before the storm, when things could have gone very differently, but instead, they went to hell.","Fri, 11 Jan 2019 18:00:00 -0400",https://www.thisamericanlife.org/episode/665,https://www.thisamericanlife.org/665/before-things-went-to-hell
